,UserID,Balance,CurrentSkin,RoomID,Pass
1051,4f5bafe4,-500,3,,jI2><=4`!rF(QY
1052,4f6f473f,630,1,,T{iJljre
1053,4fd4ac62,1000,1,,`d[of=:5xZGF3:
1054,4fda3ea5,-20,3,,3/g?RDwXy*nr~
1055,4fe4e5d2,745,3,,_UHI=X.L-6o
1056,4ff6142e,500,2,,GE/2LV4U'
1057,4ffd348c,-500,1,,"''(pE,G%lW[43"
1058,503e93d9,-500,1,,"$`!m""zX$6L"
1059,504a2c53,1000,4,,!npD/K8YZ
1060,5062f5af,1000,1,,o2Tj([fJ
1061,5077670d,1000,1,,#z+`<7bgq{.#[
1062,508be2cb,-500,2,,DXs7\)x8Sx
1063,509a8887,1000,1,,"En:]tG9DA""""&x"
1064,50b147db,1000,1,,kY=2|v6H0
1065,50bdbfea,-500,4,,Hcek/A{\~
1066,50bf982f,-500,1,,ovl^L.kUg
1067,50c7ecdb,-500,1,,<PBS0\W3;g&
1068,50cdaaea,1000,1,,:5wEAP/nZ=cgU
1069,50eb9cb7,1000,3,,%+XWxH-UN
1070,50f4bc18,-500,1,,dY/:YVq>Ba..'@
1071,5104a821,-5,1,,L{9b[S$'a\5`
1072,5112f2d9,-500,1,,'hL]ze:jjlJ
1073,5126b3d3,-500,1,,"LR,xx)gdN}\lS"
1074,51439177,-1000,1,,Z>='u6fhB0Gw%
1075,514c93fd,-500,4,,"KE]FK9\Q\X-,"
1076,514da393,1000,1,,uT5?f=JgUQT^
1077,514f9e5a,1000,1,,",61!aQ-!G"
1078,516532c8,-500,1,,:D:OMD=;dr$;x
1079,51877b66,-500,2,,"]]fTx""+!syDrw"
1080,518e0e75,330,3,,w(k;RN<JVY
1081,51940be1,858,1,,#[8C/c(x
1082,519c4384,-500,1,,W5)Zs$uPS;0
1083,51a2ee7c,-500,1,,}P#zs5ZT
1084,51e3bfb4,1000,1,,A@%D:k}7U
1085,51ef1cbc,-500,1,,TB;dK;]<
1086,51fca5b5,-500,1,,",q'!q""oU0r0"
1087,5228cef3,-500,2,,yUvF\c;^=wfs)
1088,522f0d9b,-500,1,,"dDw""PrSns~ao[\"
1089,524eb77b,1500,4,,%F>csoy\<qL+D
1090,52704f1c,1000,1,,r=LxM`_j@x
1091,52735053,1000,2,,"3,-$[iYB%=?"
1092,5293b46f,1000,1,,6[>;Hdz?2A]Jm
1093,529c8af3,-500,1,,"_!W84A(F{8t>,"
1094,529e17fa,1000,4,,F?|&mJex#HcjT|
1095,52a21643,500,1,,HpP?7x@eID34
1096,52ab7d0d,535,3,,sJwC!h_lbS`L
1097,52ab8921,500,1,,_74D<|e~ly)?T}
1098,52be5037,-500,1,,rJsGX)4Y]
1099,52d65949,-500,1,,"{~""BXI)v"
1100,52dc508f,-500,1,,zm0W^%7v?5
1101,52e97394,-500,1,,l`gN;%bvYDu
1102,52ef3e93,-500,1,,4Um_$7xi7y
1103,52fb493c,1000,2,,??1WwZ(=Jid
1104,53289f34,520,2,,eaQ(v=6\
1105,532c8e8c,1000,1,,"a74Y_])""J"
1106,5367eb11,650,0,,"WY/Bq_4.F,P"
1107,5388113e,1000,3,,k@%qyypO
1108,53bff7da,-500,4,,ux)5{'FF(vL^2|
1109,53c14650,-500,1,,"raODv,\q"""
1110,53c8b38d,1000,1,,T27e#).-J
1111,53e33be6,1000,1,,0-hQ#{b{3
1112,540649cf,-500,1,,uMgg.p.zzq&<*
1113,541e757f,1000,1,,"P:_FnYq!""T"
1114,5421bd01,-40,4,,7kPo#-__4
1115,54676473,-500,1,,6K$!@(!S
1116,5471797d,-30,2,,aOXPWt}&[n3:
1117,547cd337,-500,4,,"(>Pt1Mf8>*,V]"
1118,54bb7eb6,-500,1,,~6}3k-^1
1119,54d0f381,-500,1,,M+Hc[H31~b
1120,54e7a6fc,-500,3,,"\:93x|""J8,^Yq>"
1121,54fc4eaa,-1000,1,,",(h5O&7;(H"
1122,550b7f54,190,4,,J1ze5*feWG
1123,551a3788,944,1,,"{}uhtkLAV3,Sr"
1124,55514ec3,1000,1,,^eW2Kqil2ASc
1125,559a6175,-500,2,,KP!k=Tl)+
1126,55b60a2e,-500,2,,NOOhFoyCzs
1127,55ba51bc,60,2,,{1l$\:sp.
1128,55d77dc7,-500,2,,XuM6nBL<#d
1129,55d92803,-90,1,,sd]btdRxJ9
1130,55f4ee4c,-500,1,,Q|zE$ZUh>c{
1131,55f78ad9,-500,1,,(YvvZ^mFab*6O]
1132,55fe60e1,-500,4,,I~l/p}J27y[m-s
1133,56072627,-500,1,,"-@:DbI>@,>Pvc"
1134,56082a1b,-500,1,,j_Z=ZU]+$*F.P=
1135,560b36b1,-500,1,,yQ}9O#%xiSyC}w
1136,561c5278,-500,1,,kdrn|zS9.$^R(
1137,562d0047,-100,1,,"DbV""wrqR"
1138,563dc680,-500,1,,ZR5rKo[37#9WJ
1139,5640731e,-500,1,,;J7V5Mk_J!(9
1140,564dd4e3,-500,1,,fw`d1mrBu
1141,565a8722,500,1,,;YIrpw#~I?){D
1142,565d22e1,68,2,,+~yF@Mc?7
1143,5669575b,1130,1,,h\0]L.D'rH[jS'
1144,566d70f5,-500,1,,xu=ZCYoQO[+^pr
1145,56747c81,-500,1,,sW'P:C*~8Eo
1146,56788e73,1000,1,,B!(E{npFf}]0
1147,56922c0e,39,1,,cCzQq-17P/y)G
1148,56a1cb04,-500,1,,5[oK)Kcca=Bql
1149,56a2b71b,-300,1,,M7t4%n)p
1150,56ab69be,145,1,,ayJjKGiD
1151,56e1a205,-500,4,,"E7ogH""sZwd[:"
1152,56e63d0c,1000,1,,uVcV_f&vjT8!3^
1153,56ed546b,-40,1,,)K1#Fqd[~b)
1154,56fc1313,-10,1,,K5RZ~?sP
1155,570477bc,-500,1,,"""V4Zbv3F]"
1156,5707ff44,-500,1,,KS3t0sMGe~1|&
1157,57095c65,-500,1,,{-G#_2'!&)qwt
1158,57103617,-500,1,,"cUNp\MThee"""
1159,5729f5b2,-500,1,,(=Gsk-&&2
1160,572caf98,-180,1,,1mroZy]z+BGAx
1161,573c6e77,-500,1,,aa#3h[#{
1162,57665254,1000,4,,to<o;V|909cC
1163,57939e0f,490,1,,y]PfM%xuDK2`+I
1164,57a2926c,-500,3,,/8T<fsvQpj
1165,57c903fe,2390,1,,_gry9=z(>
1166,57f085a6,200,2,,V9TA}{DRUz#j
1167,57fb797b,225,1,,f#nmF5J+:it
1168,58097062,-500,1,,Jxd;Z}iAjiNT0_
1169,580bccb9,855,1,,ksN2XS*;8f:
1170,581c0394,-500,2,,H$Yr#~hs(-\bA@
1171,5823af5d,-500,1,,aQi\G:KKxWN3
1172,58284da5,-50,1,,_rWjDj*bzMUtA
1173,58320afa,-500,1,,2~)|cShbF=S/x
1174,5838f77e,1000,1,,"cu3b[?/V"""
1175,5852eb8a,-40,1,,no]{qA`f
1176,588cad7d,-500,4,,t)HMBIRcJt
1177,58977474,-1000,1,,"ZK,SNjPt"
1178,5897beb4,1000,3,,LTP[c=[dKOj_
1179,58afc99e,500,1,,!v}1>:BehneV?
1180,58bc52dc,-500,1,,=TicnvHd%GPK
1181,58be122e,136,1,,"NI""O#u2%\j"
1182,58dd8742,710,4,,9|c1v@`6wa
1183,58f7d4ab,-500,2,,)`A6K%A4)
1184,58fb35f9,1000,4,,lO*R9Rlw/H&b||
1185,59422ef9,1000,1,,"vm""ABorN\H<WB9"
1186,5942a136,-500,1,,p\Jz7rnWh`-d<
1187,59668f57,500,1,,^.YudL_tPW
1188,597f9e61,-500,1,,Gb9%0W005h1
1189,598152ec,-500,1,,KckoU)@+X^0u
1190,59a250c4,1000,1,,j8![e<>v).)
1191,59a302e3,-500,1,,D0|*]CVc%
1192,59a453b1,432,3,,gD9w.lX+8\6>K
1193,59a8e2f2,560,4,,"[~|71}Yt""_i"
1194,59b890d7,1000,2,,&Q3jw6~)<3O:
1195,59eb66c5,1000,1,,.o5`?5X|I
1196,59fc6877,-220,1,,Om;c04T8PlTgq
1197,5a17ae79,-500,2,,4H@|!DQN
1198,5a2fe43d,1000,1,,pFDO*4st+</Ua
1199,5a33d315,130,1,,;65h@DHa0;Bzb=
1200,5a37d401,1000,2,,<~/w{;!Hf$31t
1201,5a5dade1,412,1,,~/h9Ori[r
1202,5a71878d,670,1,,QJMD4n5~Vh`-t
1203,5a80dc0f,-500,3,,2Lt_'px(NeKrG
1204,5a80e342,560,1,,^CQX2-~.:#H
1205,5a8a6f87,25,2,,KPyMJPtg_*LB|7
1206,5a8d89c1,-500,1,,\ymO~Hpc8VOS_
1207,5a918970,-500,3,,K?Eb0.2=4I?
1208,5a92b650,1000,1,,/E8TX~3!
1209,5a9e39c7,1000,1,,cAu>I)rdD*)
1210,5aa7e4b3,-500,2,,_eV|gGyHp7N)
1211,5aea38c0,-500,1,,"^f<U+g)F"""
1212,5af6536b,570,1,,4>SW6zX1lyQLVm
1213,5b2263aa,1000,1,,PxOVw%>w6
1214,5b5a95a9,1000,1,,"T7hg]7""pa%Q&"
1215,5b5d19ef,1000,2,,x\e'CTe!kCC
1216,5b8008a1,-500,1,,vva]ZbC9virB
1217,5b88769c,1000,4,,[z]q*/\~`$JiT6
1218,5b91bbc8,-500,4,,P-u;>l&z
1219,5bbb22e6,500,1,,"E=,R:,tz\$"
1220,5bc42878,-500,2,,]M{=~a7m1~i9
1221,5bdccbb1,320,1,,;B[FVj1b
1222,5be38cf9,1000,1,,"Q[aoV;.f[Z""Lv"
1223,5bea142b,1000,1,,(=B>=O$:5iV
1224,5bf04d9c,-500,1,,:hivkc%HEo$`U
1225,5c04b113,-10,3,,PvZ@[s!s
1226,5c094ee1,-500,3,,vBS&t:W4\0
1227,5c0aaf40,-500,1,,'Dy2P{~sFzjyyC
1228,5c209228,-500,1,,d'ya{z.yQei_
1229,5c329835,480,1,,=aRtfD0aIY&s>q
1230,5c39b8e7,1000,1,,yEOmN7L06+c(
1231,5c3b9dc8,1000,4,,m:)8~-vU
1232,5c41fce8,-500,1,,"V,U~u)sY*"
1233,5c602edb,10,4,,{hh&?1:(yJU
1234,5c6e99f0,-500,3,,"H""""LbhK["
1235,5c808879,-500,1,,A{H8eIiY^g
1236,5cb6ec73,-500,3,,"W0fe""c0QGs"
1237,5cbd3b35,-500,4,,ia6UJzO--%IH
1238,5cbd534c,-380,1,,h(}&)!s{/xm7:
1239,5ccfc1da,-500,1,,qArMtqQ{x
1240,5ce0f55a,-500,3,,woOn|wYM
1241,5ce7ee4c,-1500,1,,",DjC:_p.+EY"""
1242,5cead2ea,-190,1,,"DYul/L""Uw<IC=l"
1243,5d0bc625,-500,1,,:Ju~oXkflN~vr
1244,5d0bf2b1,-500,1,,ED>cuF}Gd
1245,5d17254b,1500,1,,k*eW|-*O-D'R
1246,5d29ed09,-180,4,,3lUuh[6_fa_+
1247,5d33265f,1000,1,,x?3X}otjdI
1248,5d3d4721,-500,1,,"c/""\CX#'"
1249,5d4346c7,1000,1,,VwIE$.x3|[
1250,5d4d5325,995,1,,"y`aZsWVC9Q,@"
1251,5d4f56e8,1000,1,,!E2(`W'd0GGu
1252,5d6a2c14,-500,2,,])phYHd;j]
1253,5d755037,-500,1,,"xV6oTCJ0,c"
1254,5d8cbe59,-500,1,,N)iV>V/?{s
1255,5db0a4fe,-500,1,,_/0uTUs*(xw%_
1256,5dbbe097,-1500,1,,Y_-zJ-x.3e
1257,5dc86ab2,-500,1,,^?e%'!;Y
1258,5dd1acd5,-1000,4,,Pw1Ja`~[h
1259,5dd8c71c,275,1,,"ze,wt'H3~@)qJ"
1260,5ddedb6d,-500,4,,"/_%t[F8Fw>Jya,"
1261,5e0482fc,-500,3,,@-qt^6Iz/h
1262,5e1ab55c,-500,1,,tUSXao&<`9
1263,5e265cef,1000,2,,qb:nBd[|
1264,5e29214f,265,1,,p_RlW'.wm
1265,5e512efe,-500,1,,C\EfUf+Bd1P^N%
1266,5e5a76df,-500,1,,.GQ\mOocmk
1267,5e60b39d,-500,1,,e}Wtb[#P`an2+6
1268,5e641b88,-500,1,,sMX;HUBJ3imi
1269,5e74093e,-500,3,,b5c+PrJ@znt
1270,5e85c11a,-1000,2,,"xG,Hg+2MV?"
1271,5ebc9e8f,-500,1,,i_!<BZ6=r6'3>3
1272,5ec7dccf,-500,1,,Ox|jfcWWy@X
1273,5ed13916,-500,1,,89e9~x|gFO1h
1274,5ed9e143,-500,1,,/.tPTxxlaIN@HE
1275,5ee7d96d,-500,1,,"Cz86,!{oku?(Xd"
1276,5ef518f2,-500,1,,Q2Z5fVt2]F*
1277,5efeae7a,180,0,,H67Vqk+J1p
1278,5f08b627,1000,1,,v%e@p1b:e
1279,5f0af023,-440,1,,4Jw{Fe@2_n;a
1280,5f0c29bc,-500,1,,^4?vw}]UYS[
1281,5f1bd408,-50,1,,"aPEXs%3.>H^f,^"
1282,5f2387e7,-500,1,,ddWPMR@D
1283,5f29bce6,-500,1,,"C`q,nHF#"
1284,5f4a3bff,-1000,1,,",vE=+VB1|"
1285,5f65f172,-500,1,,sE4MxzK$wtm
1286,5f706a28,1000,1,,0Vu?zhF~GdO+
1287,5f70e590,-500,3,,jA0mWh~ABO
1288,5f7a2c61,1000,1,,Fv7pK+YeTpz
1289,5f847a12,-500,1,,_CO<DM&S
1290,5fa32462,-500,1,,#tBc^9hYFds'9r
1291,5fa6d2eb,-500,1,,<.^SR^|<1ie9
1292,5fa87ae2,1000,1,,IKb5':`Q
1293,5fad05fe,530,1,,$sccSkpw
1294,5fb3d085,1510,4,,z\'Scaw|%
1295,5fc5db23,1000,1,,W{9k(eLp6
1296,5fd82cf2,-500,4,,WRb$qd]#O.ES~
1297,5fe98cc2,-220,1,,m\`fycmYd
1298,60139bd7,-500,1,,I&@;z<`z]>
1299,601e69c2,-500,1,,=7bFk&:{
1300,604d944d,1000,1,,_!-kuLfzs
1301,6057bdeb,-500,1,,"wVJQ{kL97W[M,n"
1302,6076a306,-500,3,,6AZO^Yge`G;o&
1303,607804a2,292,0,,\F!?<XB;g
1304,60e90efa,-500,1,,_Vp.V]B_7&jW-
1305,61055829,-500,1,,"""rLpR;`PtDsEC"
1306,610accde,-500,1,,bk9Y>1@[+n+rI
1307,61193cd5,-500,1,,s=T1QFc4Q/
1308,612a0024,1000,1,,:a7+FA.tL^J73
1309,61431614,-500,3,,-crkZF&i2iQ~5
1310,614e152b,1000,1,,IQP-'r4W3CQ
1311,6170e8ae,-500,1,,"""&""b""<GLc5"
1312,617d8ec5,-500,1,,eLNL|~SR
1313,61804730,-500,1,,X{JkW@0{
1314,619694d0,-500,1,,+Q>Ff<Dbv6C1-
1315,6197f815,-500,1,,"}ymf\>,u?"
1316,61a81467,1000,4,,"]\P,7>+9"
1317,61bef563,420,0,,WSa*31s6
1318,61d0bd71,1000,1,,<d?s.HR*z8&\[
1319,61da886b,1000,1,,zoeYfd_nqc
1320,621147a5,-500,3,,"=MAo),""4j`"
1321,62156ebf,-500,1,,/q0}LNGC7p'~?G
1322,6258449c,-500,1,,pu;39}$Y
1323,625b324c,-130,2,,h$aUH&Pz0$wR
1324,6261fd91,-500,4,,=vCWy:7Jm'H~~
1325,62a29382,800,2,,4)hIKr$rbx
1326,62bf03be,1000,3,,5!GjCrh`e(AmB|
1327,62c54eba,-500,3,,"6L""`*8/AM@^Z;"
1328,62d2d034,-500,1,,t>+!l0q$X\XfM
1329,62e6af82,-500,4,,6Tn$W1_o@:m
1330,631434ae,-500,3,,<:tphG1:
1331,63384953,-500,4,,"1#1xume_"")"
1332,63499c2c,840,1,,",,v?+)baE<kZ*-"
1333,6358c22b,-500,1,,Z4U'eRPn
1334,637eacac,270,3,,3okVjZ@WWfyk]
1335,638d0be9,1000,1,,Lqr_QRJ{Z1q8
1336,6396063c,1000,3,,U?G'<H.6s#
1337,63a702f7,-500,1,,",7d41S%*5"
1338,63ac4d19,375,1,,vUKn`[sB2
1339,63cb1ea5,130,3,,|STX=a]%
1340,63d83a7d,-40,4,,q2sy!P\zcZc
1341,63dbf51b,-500,1,,6AyV5c)nu/avwS
1342,63ed73e1,-20,1,,tIau!MBt
1343,642904bd,1000,1,,5`&z6D!k?k:G
1344,64364c73,-500,1,,"~,v""w],=\@^"
1345,643c3c82,-770,1,,H91VXu(R
1346,643f674d,-500,3,,WvGAZDieplDP9
1347,644e854a,-385,1,,;8/DuzKz<?i^
1348,646d72b1,540,1,,28[>7}E<h
1349,64780f59,-500,4,,jIGyqh9Z`*d
1350,6486fc88,-500,1,,X~o&6!\dfw&
1351,6488e1e2,-500,1,,>-uc}tHZ=$**t+
1352,648d9d18,1000,1,,7>lzZ4:[A
1353,649a3ddd,-500,1,,X[hY{]Y]klH4pQ
1354,64b483aa,-500,1,,&I!mmQu{SA6{)>
1355,64c197ea,1000,1,,\-/l<d#?
1356,64c619bd,-500,1,,8iraMS}(&
1357,64cf45d3,170,1,,ey2]f%3x6a
1358,64d02c6a,-500,4,,"lcrWs5g"""
1359,64d25c50,0,3,,w)`~gUD+}zx
1360,64daa912,-500,1,,IFw&j@b4P}L85
1361,64ff26cc,1000,4,,`@X)UBe+t
1362,651ed6bb,-500,1,,X(qko8q;N0/
1363,652b616f,500,1,,?kr[b;t`3geZ
1364,656c3a8a,-500,1,,#$Wu%K1U]*
1365,656e9d15,1032,1,,xmVqt:gE=.Ak
1366,6581dac3,-500,4,,yL/N`9^!
1367,65977f13,-500,1,,<DbgcX75.??LH
1368,659e0b9f,1000,3,,"rrgc_,o\"
1369,65a019f5,-500,1,,]P)-DUo#\I
1370,65ca0867,-500,1,,"*}""3YC>g63IHb"
1371,65cc3cc2,-500,1,,"U"">""9cmQ"
1372,65cf3b26,-500,2,,r{aiCU(|V6
1373,65e1fd43,1000,1,,ebKK5kZV[B
1374,65f3a018,-500,1,,&L[|K4&|8
1375,65f5b052,-500,1,,K?]e#~+;Z
1376,65fa918d,-1000,2,,PGq}/a@E
1377,6600bc62,-500,1,,>E?6A%O)j~ke
1378,66012283,-500,3,,/r6Wa2L}$}Tr
1379,66148a85,-500,1,,"qS""}RK~^9=8zb"
1380,66280ff9,335,2,,Gw7^!B<v
1381,66410bfa,-500,1,,ia`m>?duB5'.
1382,665e8b0e,34,1,,/G(&Ie6DU^Z
1383,6698e961,-500,2,,6;:g|jv?#4]}Q
1384,66b22c9a,-500,1,,.h\e(([t`
1385,66dd908c,-500,4,,"2{5t""-%VD%QCt$"
1386,66e4b6fd,-500,1,,w|}'Au<M#2!&+r
1387,66ffece5,-500,2,,pUNmAM!Q
1388,670b0bab,640,1,,{``[@[V_EQ
1389,6723c58e,1000,3,,MMD2GSq-
1390,672488c3,-500,3,,6#9+qoM-lt
1391,674e31fa,-500,1,,uIW6}x;T$Tr%-
1392,675dac7b,440,3,,kN(ArQHH%)M
1393,676c5599,-500,1,,XrX;'%b>8%
1394,676f4c31,-500,1,,n<]H0=\5~|8
1395,67bda29a,-500,1,,`w<agH~5g;gZR
1396,67c286bd,450,3,,"D:"">LQn$^wb"
1397,67db6671,-130,2,,o+l2#2-GH3LRXh
1398,67f04d1c,1000,1,,pQfyQ<Ch~({
1399,67f22ca0,-90,1,,ZS6v@.1b#_
1400,67f22e3d,560,1,,\Y1]aVh1^&-\
1401,68071a76,1000,1,,+TH)K<.{#
1402,6813e66c,490,1,,`c%qV:HWgEH
1403,682a86fe,490,2,,m5lR4Ss#&2#c;r
1404,6850d4eb,-125,1,,B5>O{?9S
1405,6856972a,-500,3,,1FK07X.IW
1406,68574890,-280,4,,yW}JeXV4Ud
1407,68cb68ff,-500,1,,R{O#_E$Wx?4y
1408,68e0a1b6,-500,1,,"U,WJqLD-txH"
1409,68e73521,-500,1,,"19""p(|+ny#M"
1410,68f06917,-500,1,,3FtyzGF:D1
1411,68f6e2b8,-500,1,,=.sq=$R)hG
1412,69018208,600,1,,^'W\{+xH0Kfa
1413,692ed8b8,-500,3,,ngVpPAh%
1414,6944f828,1000,1,,B@b&3o7Sv+-(
1415,6952e20f,1030,2,,"G""*\'KXR77i"
1416,695951d0,-500,1,,%;nhQF(;p/T48/
1417,695afecc,680,1,,3aJas3StR
1418,696fac87,-500,1,,-Sv*lp2|6`G
1419,697df130,-500,1,,h6Hd.VQco'z
1420,69b519fb,-275,1,,zs}Ir1fx0<2
1421,69ea9a94,500,1,,\5ki0)qek
1422,69fa10a8,-500,1,,S)|9P%xN(X}
1423,6a280e4b,-500,1,,}E5}8;oC_S1>N
1424,6a289360,1000,3,,"w@V0bou,Q&U"
1425,6a37e1a4,1000,1,,(JlEYk>ir
1426,6a3fa9e1,-500,1,,hP:9kb{Z
1427,6a510fb1,570,1,,$6(%^e/3k2X$
1428,6a54e2ea,-60,1,,q^7d^0cqv
1429,6a59c919,-500,4,,"ng1""?y596!"
1430,6a7959cf,415,1,,7yS|2Y}o4
1431,6acd5f87,1000,1,,f|_dQt8{ekvE
1432,6ad6fe46,330,1,,RNU~Ow/T
1433,6aeea11a,-60,1,,"6""[s$F!fI](1Z"
1434,6b09c9aa,-500,3,,gmqtlC(KJ
1435,6b284cd5,-500,1,,B~|XQ/c!s/
1436,6b38e9f6,1000,1,,0rZ}oeLWaR
1437,6b47917e,1000,1,,3Jer#>OqX
1438,6b825efe,-500,1,,TA0*.K0Km|
1439,6b9531e7,-500,3,,\T6h)P@Xr'0
1440,6b9f7397,1000,1,,JVPL}]sni
1441,6bb95f39,-500,0,,t2vQ\q*GH#7:Dc
1442,6bbe92d1,-170,3,,:a-3)t%F
1443,6bd11063,505,3,,@ZKQcXNy.nmz
1444,6bd2b10b,1000,1,,"Nz-,jOtt]""L"
1445,6be20033,-60,1,,eB*6A=4+
1446,6be628f4,-500,1,,<%fSb$1!eu(S)
1447,6bf113e5,-500,1,,q`=+QN>gXHEU
1448,6c00639e,500,1,,"SCcAORdb3V}Q,"
1449,6c309ed3,-500,1,,=jqhH6w1YT
1450,6c3ebdf7,-500,1,,:PfCNFnk
1451,6c411bc3,-500,1,,H^FI/azBH
1452,6c4dab2c,-510,1,,goT#1)KF=
1453,6c648b60,361,4,,"&mu\z"")rBz&""{d"
1454,6c803eec,0,1,,"aA6hf)aT4""DaQ="
1455,6c838b5e,-500,1,,S'EUm$NJ6G7N
1456,6c841aba,-500,1,,*7x&}h*L<WM;H$
1457,6c904379,1510,4,,8MY[$>95sX@!
1458,6c9ffcb9,-500,1,,IP=~vh\FfV5
1459,6ce617c1,1000,1,,`L(df{xo
1460,6cea2f4d,-500,1,,XD<=koY:lG?\F
1461,6cf4af7d,800,1,,]JL51fBe-[%
1462,6d051da4,960,4,,gZ!QI?2B!=$k
1463,6d088111,120,2,,"QKwT;-e"""
1464,6d26f618,-500,1,,{z)fprhGt?\[
1465,6d3cd6ad,490,3,,a3d[&c8N[b#y;
1466,6d434798,150,1,,"SGA_)I7\,itt"""
1467,6d589dad,770,1,,UE|`&*W->YQr7
1468,6d7dec2b,1442,1,,38YVE9IS$L
1469,6d8c1482,-500,1,,":X<dxq""#"
1470,6d8caf40,570,2,,&'`J%-xMzmPn
1471,6d8df652,-500,1,,"V,:?wh[x1O"
1472,6d9be133,-500,1,,"h^(,,TC2=`H!S"
1473,6dbea2cb,910,1,,=7pXZ9rTW
1474,6dcf7ea2,-500,1,,G!S|it+JedwF
1475,6de6bec3,-530,1,,VVt$O^4=0fMs_
1476,6de8a31e,1000,1,,"L{r,EBA_}]Omi\"
1477,6deb64ba,1000,1,,OcpS[^fJ6
1478,6dee7de9,-500,3,,"!""QJ,.sX~cj#v"
1479,6df70ea3,350,3,,1\|`7]_=/7
1480,6e3f7d50,-1000,3,,MIANV]ukldp
1481,6e57b123,1000,1,,"2$E.l,e6Sx6"
1482,6e6b1127,80,4,,`-OcNY_c1H'wCt
1483,6e73f933,1000,1,,\U:ryj;=ah(
1484,6e959564,1000,1,,{=gQ6^zfc/rA
1485,6eb7645e,690,1,,Q6@Qb@)R
1486,6ebc7826,1000,1,,"-&l8@F\""F"
1487,6ed57b67,1000,1,,\hfq6pQ+qH{
1488,6ef98f20,30,1,,win3AeNZY
1489,6f0c9517,-500,2,,^d=e:zp#Ja'G
1490,6f384703,440,1,,)`Jr1mXBM_pUC
1491,6f3c3489,1000,1,,^(L[@vnY?
1492,6f415f01,1000,1,,cqYm;2-G.E=ZJ
1493,6f4bc75d,-500,1,,%2c$t_\q461kc
1494,6f5e15d9,-240,1,,RK{v))(cOqd
1495,6f654564,1000,4,,"(=86<v""uFF|do"
1496,6f75aeed,510,2,,"(,?]z'$!z8"
1497,6fca8691,-500,2,,a3|7m(2g
1498,6fde602b,-80,1,,"8a@z[X""L;0LvU"
1499,6fde91e7,1000,1,,|c49{O0/g
1500,6feab85c,1000,1,,e?FfV)KbnfJ4
1501,700045ad,-500,1,,JxCrpLjcoS>
1502,7003036e,-500,1,,bcz]/%g}o|;Ts
1503,701ebf9d,-305,4,,ck4)]+c40v*Cv
1504,7043fabd,75,1,,V_o;@V-?X.g^U-
1505,7051ac01,1000,1,,Z=\aQk(HS
1506,7055f691,-500,1,,wpOA[_fX:[DB@
1507,706476fe,1000,1,,j!E0su'<Y
1508,70693b9e,1730,1,,"ZvP!FX""k,6dK"
1509,7078838e,-500,1,,QSddNp6e
1510,70816e4b,-240,1,,s8#*j6IlX
1511,708faf57,-50,1,,H(2Sn8o']Z;2
1512,709c2055,-500,3,,x@e:7.l}whjAc
1513,70a97d62,-500,1,,134?}=AX0q^B;
1514,70aa10d3,1000,4,,"W3kK"":l~-cv+}"
1515,70acb0d3,-500,1,,Hs}8Wwk;~$
1516,70ae2ec3,680,1,,2uP5<C6hi<26
1517,70dcf78a,-500,1,,8|=T*`19
1518,70de1983,-500,1,,"dJ""7Jses#CpNz5"
1519,70e724e4,-500,3,,QF!31?D#(oso'o
1520,70e7c8dd,-500,1,,L!HfI6/-5$qy
1521,71080044,1000,4,,QmBr_#$<$`4Zn
1522,710d2635,-1000,3,,"&);|,rf|I+UMm["
1523,710f20b6,580,1,,z'\99?s.L?oS
1524,71314150,1000,4,,"?S`,W/<Mq"
1525,716f1be5,410,3,,yYt4qjdWWll
1526,717e36ea,-500,2,,(+9u{DbT
1527,7190fb45,565,2,,tN@^Np*n!q
1528,719b9a86,1000,1,,".mz;4,:@szr"
1529,71aec856,1000,1,,HZR\Rr%#OpaFP
1530,71e0e02e,-500,2,,`V{o27uLBD)5
1531,71f1278b,1000,1,,pby+x66!g#aX
1532,71fb40d2,-500,2,,3j[XIVlj
1533,72189da5,-500,1,,"KywMOJCIPi""*e?"
1534,721df528,-500,1,,""">GlEkaAyQX/|"
1535,72203ad0,-500,1,,O?f)HL<^gq=
1536,722b4a41,-500,1,,r:}4Dy^:)GE
1537,724f81d1,-500,1,,56l9s]8T4\O
1538,72709d7a,-500,1,,!T_ZsdkQ
1539,727ab656,-500,1,,zhVfATSmKj
1540,727ef942,1139,1,,uzfHz|5#lA
1541,727f3e3d,470,4,,fyuAQ#_?6H
1542,7285fe76,-500,2,,o2uX)rc[
1543,72861b10,-500,1,,k(RRMO)_AW
1544,729c71c9,260,1,,;%p$i9Qw8Ek9K2
1545,729ca4df,1000,2,,"be/0v8ti-,=h"
1546,72b5c7ed,1000,2,,\Tz]mguot_U|
1547,72c5223d,1000,4,,"F^vMn""PFy""&7an"
1548,72dfdabc,940,1,,"E`4:uBF^*""o^"
1549,72e114d0,-500,1,,vZ+)f(K'&'|
1550,72f69663,630,2,,[m@)@i+lb;r
1551,73172f5c,-500,2,,"X""]933c"""
1552,736d4926,1000,3,,r~c$DIdR_
1553,737bb0cf,-500,1,,Covnzjgc
1554,73922bfd,-500,1,,"-b,]GT8R,"
1555,73b45fd3,-500,1,,8`N$W_~%z4s6d
1556,73b62397,-500,3,,kQ6FO*uTvi^-aA
1557,73d2ab2d,-500,1,,~+mR|06#U9[_
